name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"London,UK",2012-06-12,56,51.5,53.5,56,51.5,53.5,48.1,82.6,0.43,100,12.5,rain,,,,13.2,41.6,1008.7,0.3,15.6,96.5,8.5,3,,2012-06-12T04:43:14,2012-06-12T21:17:58,0.81,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-13,64.6,46.6,56.2,64.6,46.6,56.2,44,65.4,0,0,0,,,,,8.5,116.9,1016.4,0.1,20.4,331.8,28.9,9,,2012-06-13T04:43:02,2012-06-13T21:18:33,0.85,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-14,65.9,48.8,57.1,65.9,47.6,56.9,46.7,69.8,0,0,0,,,,,15.1,107,1016.1,0.2,16.8,265.3,23.1,9,,2012-06-14T04:42:53,2012-06-14T21:19:05,0.89,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-15,64.6,55.1,59.7,64.6,55.1,59.7,52.3,77.7,0.12,100,8.33,rain,,,35.8,20.6,192.3,1008.1,0.3,13.3,313.1,26.9,9,,2012-06-15T04:42:46,2012-06-15T21:19:35,0.93,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-16,64.1,54.8,59.4,64.1,54.8,59.4,49.8,71.3,0,0,0,,,,42,24.4,212.1,1008.6,0.4,15.4,339.3,29.4,9,,2012-06-16T04:42:43,2012-06-16T21:20:02,0.96,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-17,67.7,54.6,61,67.7,54.6,61,49.4,66.8,0,0,0,,,,,15.4,229.8,1016.4,0.2,19,263.6,22.8,8,,2012-06-17T04:42:43,2012-06-17T21:20:26,0.98,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-18,67.4,52.4,59.1,67.4,52.4,59.1,49.1,71.1,0.09,100,4.17,rain,,,,11.4,250.3,1017,0.2,18.2,334.4,28.8,9,,2012-06-18T04:42:46,2012-06-18T21:20:47,1,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-19,70,51,61,70,51,61,48.9,66.7,0.01,100,4.17,rain,,,,7.3,233.3,1019.3,0.2,18,330.2,28.7,9,,2012-06-19T04:42:52,2012-06-19T21:21:05,1,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-20,71,53,63.1,71,53,63.1,49.2,63.5,0,0,0,,,,,12.5,129.1,1016.6,0.2,19.2,334.8,28.9,9,,2012-06-20T04:43:02,2012-06-20T21:21:20,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-21,66.8,53,60.6,66.8,53,60.6,55.5,83.9,0.18,100,8.33,rain,,,39.4,21.8,154.3,1006,0.4,10.9,276.2,23.8,9,,2012-06-21T04:43:14,2012-06-21T21:21:32,0.02,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-22,65,52.8,58.8,65,52.8,58.8,51.3,76.9,0.08,100,4.17,rain,,,38.9,24.6,225.7,1010.5,0.4,16.9,326.5,28.3,9,,2012-06-22T04:43:29,2012-06-22T21:21:40,0.04,Rain,Clear conditions throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-23,65.4,51.5,58.8,65.4,51.5,58.8,48.6,69.9,0.01,100,4.17,rain,,,,16.4,229.7,1019.5,0.2,19.3,268.4,23.4,7,,2012-06-23T04:43:47,2012-06-23T21:21:46,0.07,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-24,69.2,53,60.3,69.2,53,60.3,52.1,76.6,0.45,100,12.5,rain,,,34.8,20.6,239.7,1012.5,0.3,18.4,210.6,18.2,7,,2012-06-24T04:44:08,2012-06-24T21:21:49,0.11,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-25,71,54.2,63.3,71,54.2,63.3,52,68.3,0,0,0,,,,,10.3,272.3,1017.5,0.2,20.3,284.8,24.7,9,,2012-06-25T04:44:32,2012-06-25T21:21:48,0.16,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-26,74.9,58.4,65.3,74.9,58.4,65.3,53.5,66.8,0,0,0,,,,,12.1,203.9,1020,0.3,19.3,231,20,7,,2012-06-26T04:44:58,2012-06-26T21:21:45,0.21,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-27,74.6,64.1,67.5,74.6,64.1,67.5,61.5,81.5,0,0,0,,,,,10.5,210.7,1017.7,0.3,15.8,219.7,19,8,,2012-06-27T04:45:28,2012-06-27T21:21:38,0.27,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-28,82.1,62.3,71.4,85.2,62.3,71.9,61.9,73.7,0.01,100,4.17,rain,,,,16.3,167.4,1005.5,0.1,17.3,278.3,24,8,,2012-06-28T04:46:00,2012-06-28T21:21:28,0.33,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-29,70.8,57.5,63,70.8,57.5,63,54.3,74,0,0,0,,,,36.3,22,208.7,1005,0.3,15.9,295.4,25.7,7,,2012-06-29T04:46:35,2012-06-29T21:21:15,0.38,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-06-30,69.1,57.5,63.5,69.1,57.5,63.5,52.5,69.2,0,0,0,,,,31.1,20.1,212,1008.1,0.3,17.6,315.2,27.2,9,,2012-06-30T04:47:13,2012-06-30T21:20:59,0.43,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-01,65.5,52.4,59.3,65.5,52.4,59.3,49,69.6,0.01,100,4.17,rain,,,31.1,18.3,231,1014.2,0.1,20.5,302.2,26,7,,2012-07-01T04:47:52,2012-07-01T21:20:39,0.46,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-02,64.6,55.5,59.8,64.6,55.5,59.8,54.2,82.3,0.04,100,4.17,rain,,,,17,186.8,1015.5,0.4,13.5,221.5,19.2,7,,2012-07-02T04:48:35,2012-07-02T21:20:16,0.49,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-03,66.8,60.2,62.9,66.8,60.2,62.9,59.5,88.9,0.1,100,8.33,rain,,,,13.9,189.8,1013.8,0.4,13.4,188.2,16.2,7,,2012-07-03T04:49:21,2012-07-03T21:19:51,0.5,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-04,70.8,60.9,65.5,70.8,60.9,65.5,60.6,84.9,0.28,100,12.5,rain,,,,11.3,172.3,1009.6,0.4,14.4,272.1,23.4,8,,2012-07-04T04:50:09,2012-07-04T21:19:23,0.51,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-05,73.1,60,66,73.1,60,66,55.3,69.6,0,0,0,,,,,7.9,208.2,1009.4,0.3,19.3,278.2,24.1,9,,2012-07-05T04:50:59,2012-07-05T21:18:51,0.52,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-06,66.3,59.1,61.8,66.3,59.1,61.8,56.1,82,0.14,100,8.33,rain,,,,10.8,197.1,1007.5,0.3,13.3,252.7,21.7,8,,2012-07-06T04:51:52,2012-07-06T21:18:17,0.55,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-07,66.8,56.6,61.3,66.8,56.6,61.3,54.6,79.2,0.02,100,4.17,rain,,,,14,145.9,1007.2,0.3,14.3,196.1,17,7,,2012-07-07T04:52:47,2012-07-07T21:17:40,0.59,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-08,66.5,58.4,61,66.5,58.4,61,57.7,89.5,0.75,100,16.67,rain,,,,10.5,208.6,1005.6,0.3,12.4,228.4,19.8,6,,2012-07-08T04:53:44,2012-07-08T21:16:59,0.63,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-09,64.7,58.4,61.3,64.7,58.4,61.3,56.9,85.8,0.02,100,4.17,rain,,,,13.4,236.8,1011.1,0.3,13.1,267.8,23.1,7,,2012-07-09T04:54:43,2012-07-09T21:16:16,0.68,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-10,64.5,56.6,59.9,64.5,56.6,59.9,54.9,83.9,0.08,100,4.17,rain,,,28.9,12.9,233.7,1010.9,0.3,15.9,236.9,20.4,8,,2012-07-10T04:55:44,2012-07-10T21:15:30,0.73,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-11,68.2,53.7,58.9,68.2,53.7,58.9,51.9,78.9,0.3,100,12.5,rain,,,34.4,16.4,252,1011,0.3,20.8,264.5,22.5,7,,2012-07-11T04:56:48,2012-07-11T21:14:41,0.77,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-12,67.3,50.3,57.8,67.3,50.3,57.8,50.6,79.5,0.05,100,8.33,rain,,,,13.8,232.4,1012.2,0.2,18.4,235.5,20.5,8,,2012-07-12T04:57:53,2012-07-12T21:13:49,0.82,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-13,68.1,57.5,61.2,68.1,57.5,61.2,55.6,83.1,0.02,100,4.17,rain,,,,14.8,225.9,1002.2,0.3,15.5,272.8,23.5,8,,2012-07-13T04:59:00,2012-07-13T21:12:55,0.87,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-14,62.7,55.7,58.8,62.7,55.7,58.8,55,87.7,0,0,0,,,,,9.8,213.5,1004.7,0.4,14.5,171.7,14.8,5,,2012-07-14T05:00:09,2012-07-14T21:11:57,0.91,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-15,66.4,55.1,59.9,66.4,55.1,59.9,48.3,68,0,0,0,,,,,12.6,272.9,1015.3,0.2,18.6,285.4,24.7,8,,2012-07-15T05:01:20,2012-07-15T21:10:58,0.94,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-16,63.2,56,59.9,63.2,56,59.9,55.1,84.3,0,0,0,,,,,17.5,229.9,1020,3.5,15.4,142,12.5,3,,2012-07-16T05:02:32,2012-07-16T21:09:55,0.97,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-17,72.8,56.6,65.6,72.8,56.6,65.6,57.9,77.2,0,0,0,,,,,14.4,257.6,1022.2,0.2,16.4,293.2,25.2,9,,2012-07-17T05:03:46,2012-07-17T21:08:50,0.99,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03772099999,03770099999"
"London,UK",2012-07-18,65.9,59.1,62.7,65.9,59.1,62.7,58.1,85.2,0.05,100,8.33,rain,,,,14.5,229.2,1013.6,0.3,15.4,184.9,15.9,5,,2012-07-18T05:05:01,2012-07-18T21:07:42,1,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03772099999,03770099999"
"London,UK",2012-07-19,70.1,57.5,63,70.1,57.5,63,52.8,70.9,0,0,0,,,,,16.2,264.7,1010.6,0.2,18,298.3,25.8,8,,2012-07-19T05:06:18,2012-07-19T21:06:32,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03772099999,03770099999"
"London,UK",2012-07-20,65.9,56.6,60.1,65.9,56.6,60.1,52.8,77.2,0.02,100,4.17,rain,,,,7.9,279.4,1016.3,0.2,19,241.3,20.6,6,,2012-07-20T05:07:36,2012-07-20T21:05:20,0.01,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-21,68.6,54.2,61,68.6,54.2,61,49.6,68.3,0,0,0,,,,,5.9,116,1023.6,0.2,18.3,275.2,23.8,8,,2012-07-21T05:08:56,2012-07-21T21:04:05,0.03,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-22,74.4,54.2,64.3,74.4,54.2,64.3,51.3,64.9,0,0,0,,,,,12.4,205.5,1026.8,0.1,21,306.9,26.6,8,,2012-07-22T05:10:16,2012-07-22T21:02:47,0.06,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-23,82.1,55.1,69.2,80.7,55.1,69,51.7,56.8,0,0,0,,,,,12,204,1023.1,0,22.7,325.7,28.1,9,,2012-07-23T05:11:38,2012-07-23T21:01:28,0.1,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-24,83.9,57.8,72.1,82.4,57.8,71.7,54,56.9,0,0,0,,,,,6.8,185.2,1018.2,0,18.8,331.1,28.9,9,,2012-07-24T05:13:01,2012-07-24T21:00:06,0.14,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-25,86.2,60.9,73.8,84.3,60.9,73.4,55.2,55.6,0,0,0,,,,,9.5,202.2,1016.6,0,18.2,323,27.8,9,,2012-07-25T05:14:25,2012-07-25T20:58:42,0.2,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-26,80.9,62,70.5,80.8,62,70.5,54.3,57.9,0,0,0,,,,,9.6,74.6,1018,0,14.8,315.9,27.3,8,,2012-07-26T05:15:51,2012-07-26T20:57:16,0.26,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-27,75.5,61.4,68.7,75.5,61.4,68.7,59.5,74.1,0,0,0,,,,,8.5,245.8,1012.7,0.2,9.3,221.2,19,8,,2012-07-27T05:17:17,2012-07-27T20:55:47,0.31,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-28,71.3,59.6,64.6,71.3,59.6,64.6,46.6,52.8,0.01,100,4.17,rain,,,,14,251.4,1010.7,0.2,22.3,225.3,19.7,8,,2012-07-28T05:18:44,2012-07-28T20:54:17,0.37,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-29,67.3,52.1,58.1,67.3,52.1,58.1,50.1,75.2,0.16,100,8.33,rain,,,,13.7,231.7,1011.8,0.1,20.7,278.4,24.1,8,,2012-07-29T05:20:11,2012-07-29T20:52:45,0.42,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-30,69.1,50.3,59.8,69.1,50.3,59.8,45.9,63.2,0,0,0,,,,,16.4,241.4,1015.3,0.1,23.1,288.4,24.8,8,,2012-07-30T05:21:40,2012-07-30T20:51:10,0.46,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-07-31,68.6,52.4,61.1,68.6,52.4,61.1,56.3,84.6,0.15,100,8.33,rain,,,,12.9,199.1,1014.6,0.3,12.9,145.9,12.5,5,,2012-07-31T05:23:09,2012-07-31T20:49:34,0.48,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-01,74.4,57.5,65.1,74.4,57.5,65.1,57.6,78.1,0,0,0,,,,,14.5,171.9,1009.6,0.2,14.5,232.4,20.1,8,,2012-08-01T05:24:39,2012-08-01T20:47:56,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-02,71.7,60.9,65.5,71.7,60.9,65.5,55.9,72.3,0,0,0,,,,30,19,215.7,1010.4,0.3,15.5,292.6,25.3,8,,2012-08-02T05:26:10,2012-08-02T20:46:16,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-03,72.2,55.7,64,72.2,55.7,64,54.1,72.2,0,0,0,,,,,17.5,201.2,1012.5,0.1,16.8,294,25.3,8,,2012-08-03T05:27:41,2012-08-03T20:44:35,0.52,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-04,71.8,58.4,63.8,71.8,58.4,63.8,56.2,77.2,0.04,100,4.17,rain,,,,15.2,188.6,1010,0.2,16.7,292.7,25.4,8,,2012-08-04T05:29:12,2012-08-04T20:42:52,0.53,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-05,70.1,55.7,62.4,70.1,55.7,62.4,55.7,80.1,0.28,100,4.17,rain,,,,12,186.3,1007.3,0.2,14.9,267.1,23,7,,2012-08-05T05:30:44,2012-08-05T20:41:07,0.56,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-06,71.3,59.3,63.5,71.3,59.3,63.5,55.9,77.4,0,0,0,,,,,16.4,238,1009.2,0.3,17.5,262.3,22.6,8,,2012-08-06T05:32:17,2012-08-06T20:39:20,0.61,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-07,67.7,52.4,60.3,67.7,52.4,60.3,53.1,78.2,0.02,100,4.17,rain,,,,12.2,233,1019.6,0.3,20.3,180.3,15.5,5,,2012-08-07T05:33:50,2012-08-07T20:37:32,0.65,Rain,Clear conditions throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-08,74.6,59.3,66.6,74.6,59.3,66.6,58.5,76.9,0.04,100,4.17,rain,,,,7,263,1022.7,0.2,15.6,181,15.6,6,,2012-08-08T05:35:23,2012-08-08T20:35:43,0.69,Rain,Clear conditions throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-09,81.2,56.4,68.9,80.7,56.4,68.8,55.7,67.2,0,0,0,,,,30,6.7,213.7,1025.6,0.1,15.1,276.7,23.9,8,,2012-08-09T05:36:57,2012-08-09T20:33:52,0.74,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-10,78.5,59.3,69.1,78.5,59.3,69.1,57.4,69.5,0,0,0,,,,,6.9,210,1026,0.1,14.5,288.4,24.8,8,,2012-08-10T05:38:31,2012-08-10T20:31:59,0.79,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-11,73.7,61.1,67.1,73.7,61.1,67.1,54.5,65.5,0,0,0,,,,,16.1,91.6,1020.9,0.1,14.5,269.3,23.3,8,,2012-08-11T05:40:05,2012-08-11T20:30:05,0.83,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-12,78.5,62,69.2,78.5,62,69.2,57.8,69.2,0,0,0,,,,28.9,10.9,135,1012.3,0.1,13,203.9,17.5,6,,2012-08-12T05:41:40,2012-08-12T20:28:10,0.88,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-13,74.4,60.2,66.4,74.4,60.2,66.4,58.8,77.5,0,0,0,,,,,13,168.7,1011.2,0.3,15.5,142.4,12.2,5,,2012-08-13T05:43:14,2012-08-13T20:26:14,0.92,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-14,76.2,64.5,69.2,76.2,64.5,69.2,59.7,73.2,0.01,100,4.17,rain,,,,9.5,176.3,1011.1,0.2,17.1,254,22.1,8,,2012-08-14T05:44:49,2012-08-14T20:24:16,0.95,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-15,73.7,63.8,67.9,73.7,63.8,67.9,59.8,75.7,0.02,100,4.17,rain,,,31.1,17.7,139,1006.4,0.2,15.9,136.1,11.9,5,,2012-08-15T05:46:24,2012-08-15T20:22:17,0.98,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-16,71.9,61.4,66.4,71.9,61.4,66.4,56.2,70.3,0.03,100,4.17,rain,,,28.9,14.9,190.2,1014.1,0.3,14.7,183.3,15.9,7,,2012-08-16T05:47:59,2012-08-16T20:20:17,1,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-17,82.1,64.5,72.3,81.1,64.5,72.2,57.6,62,0,0,0,,,,,16.1,164.1,1013.8,0.2,19.7,221.4,19.1,7,,2012-08-17T05:49:35,2012-08-17T20:18:16,1,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-18,87.1,69.9,77.4,88.4,69.9,77.7,61,58,0,0,0,,,,,11.5,212.2,1013.8,0.1,21.7,262.7,22.7,8,,2012-08-18T05:51:10,2012-08-18T20:16:14,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-19,85.2,65.4,75.1,86,65.4,75.7,64.4,71.5,0.02,100,4.17,rain,,,,10.1,213.3,1015.3,0.1,15.9,233,20.1,7,,2012-08-19T05:52:45,2012-08-19T20:14:11,0.02,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-20,76.7,62.9,69.3,76.7,62.9,69.3,60.4,74.2,0,0,0,,,,,10.8,232,1019.4,0.2,17.4,190.3,16.4,7,,2012-08-20T05:54:21,2012-08-20T20:12:07,0.05,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-21,71.9,62,66.4,71.9,62,66.4,57.6,74.6,0,0,0,,,,,11,227.4,1017.8,0.2,14,178.9,15.6,7,,2012-08-21T05:55:57,2012-08-21T20:10:01,0.09,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-22,71.3,56.4,63.8,71.3,56.4,63.8,53.4,70.9,0.01,100,4.17,rain,,,,16.1,245.3,1017.5,0.1,15.2,235.2,20.4,7,,2012-08-22T05:57:32,2012-08-22T20:07:55,0.14,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-23,72.8,55.7,63.8,72.8,55.7,63.8,52.5,68.8,0,0,0,,,,,8.6,228.9,1014.6,0.2,15.3,215.3,18.4,7,,2012-08-23T05:59:08,2012-08-23T20:05:48,0.19,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-24,68.6,58.2,62.8,68.6,58.2,62.8,54.3,74.8,0,0,0,,,,,14.3,190,1005.3,0.3,13.7,153.2,13.4,4,,2012-08-24T06:00:44,2012-08-24T20:03:40,0.25,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-25,70.4,58.8,62.7,70.4,58.8,62.7,59.2,89.2,0.51,100,12.5,rain,,,,14.7,216.8,1001.1,0.3,13.4,205.7,17.8,6,,2012-08-25T06:02:19,2012-08-25T20:01:32,0.3,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-26,70.4,58.3,63.1,70.4,58.3,63.1,51.5,67.9,0.46,100,12.5,rain,,,,15.7,264.6,1014.6,0.2,19.5,259.4,22.4,8,,2012-08-26T06:03:55,2012-08-26T19:59:22,0.36,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-27,70.4,55.6,63.6,70.4,55.6,63.6,55,74.7,0,0,0,,,,28.9,16.3,177,1014.3,0.3,16,169.3,14.7,6,,2012-08-27T06:05:31,2012-08-27T19:57:12,0.41,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-28,74,59.3,65.5,74,59.3,65.5,56.6,74.6,0,0,0,,,,,15.8,223.7,1012.9,0.2,14.8,235.4,20.4,7,,2012-08-28T06:07:06,2012-08-28T19:55:01,0.45,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-29,68.3,57.5,60.5,68.3,57.5,60.5,55.6,84.4,0,0,0,,,,39.1,18.5,186.8,1012.7,0.2,12.3,132.2,11.6,5,,2012-08-29T06:08:42,2012-08-29T19:52:49,0.47,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-30,63.2,53.3,59.1,63.2,53.3,59.1,52.3,79.1,0.06,100,8.33,rain,,,39.1,17.8,274.8,1016.3,0.2,15.6,203,17.5,7,,2012-08-30T06:10:18,2012-08-30T19:50:37,0.49,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-08-31,65.4,47.4,56.7,65.4,44.8,56,41.3,58,0,0,0,,,,,11.1,315,1028.8,0.1,21.5,242.4,21.2,8,,2012-08-31T06:11:53,2012-08-31T19:48:24,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2012-09-01,69.5,56.4,62.1,69.5,56.4,62.1,52.4,71.1,0,0,0,,,,,13.4,236.9,1026.2,0.3,17.2,114.1,9.8,4,,2012-09-01T06:13:29,2012-09-01T19:46:11,0.51,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
